Customer #,Name,Address,City,ST,Zip,Phone,Category,Custom Category
40420,"Doc's New Boston, LLC",37337 Huron River Drive,New Boston,MI,48164-0011,313 712-6754,Sells Ice Cream,SELLS ICE CREAM
131400,Doctor Depot,4668 N Bailey Rd,Coral,MI,49322-1695,231 354-6770,Milk,MILK
42195,Doordash Det-1 Ferndale,1008 Orchard Ave,Ferndale,MI,48220,(628) 302-7242,Milk,MILK
42196,Doordash Det-10 Canton,6111 N Canton Center Rd,Canton,MI,48187,(628) 302-7305,Milk,MILK
42198,Doordash Det-3 Sterling Hgts,6975 19 Mile Rd,Sterling Heights,MI,48314,(628) 302-7271,Milk,MILK
42200,Doordash Det-6 Roseville,26449 Gratiot Ave,Roseville,MI,48066,(628) 302-7306,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
42201,Doordash Det-7 Southgate,15431 Dix Toledo,Southgate,MI,48195,(628) 302-7280,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
42209,Doordash Grr-1 Wyoming,3685 Hagan Dr SE,Wyoming,MI,49548-2206,(628) 302-7186,Milk,MILK
42211,Doordash Kzo-1 Kalamazoo,1157 Bank St,Kalamazoo,MI,49901-2206,(628) 302-7249,Milk,MILK
42202,Doordash Lan-1 Lansing,3315 E Michigan,Lansing,MI,48912,(628) 302-7312,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
42226,Doozie's Ice Cream,1310 E. Pickard,Mt Pleasant,MI,48858-1320,989 772-2332,Sells Ice Cream,SELLS ICE CREAM
42235,Dore's  - Kawkawlin,2515 S Huron Road,Kawkawlin,MI,48631-1428,989 667-5772,Milk,MILK
42225,Dore's Dutch Village,2525 Euclid Ave,Bay City,MI,48706-1695,989 225-4072,Milk,MILK
42233,Dore's Stores - Alger,2003 M-33,Alger,MI,48610-1428,989 836-2521,Milk,MILK
42230,Dore's Stores - Bay City,6183 West Side Saginaw Rd,Bay City,MI,48706-1428,989 684-1141,Milk,MILK
42232,Dore's Stores - Bay City,510 N Tuscola,Bay City,MI,48708-1428,989 893-3948,Milk,MILK
42238,Dore's Stores - Gladwin,1179 E Cedar Avenue,Gladwin,MI,48624-1428,989 426-6625,Milk,MILK
42228,Dore's Stores - Kawkawlin,825 E Beaver Road,Kawkawlin,MI,48631-1428,989 684-0311,Milk,MILK
42229,Dore's Stores - Linwood,874 E Linwood Road,Linwood,MI,48634-1428,989 697-5814,Milk,MILK
42236,Dore's Stores - Omer,19 E US-23,Omer,MI,48749-1428,989 876-0197,Milk,MILK
42231,Dore's Stores - Standish,5353 M-61,Standish,MI,48658-1428,989 846-9756,Milk,MILK
42239,Dore's Stores - Tawas City,1250 US-23,Tawas City,MI,48763-1428,989 984-5035,Milk,MILK
42237,Dore's Stores - Whittemore,3013 S M-65,Whittemore,MI,48770-1428,989 756-4252,Milk,MILK
42240,Dore Oil-Nester Creek #17,4971 E M55,Prescott,MI,48756-6610,989-873-3333,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
42622,Double D Dairy Bar (KEY #112),601 State St,Melrose,OH,45861,419-594-2378,Serves Soft Serve,SERVES SOFT SERVE
42626,Double Dip Depot (KEY #20 ),3284 Rememberance  NW,Grand Rapids,MI,49534-0011,616 558-7866,Milk,MILK
42638,Double JJ Back 40,3180 West Wilke Rd,Rothbury,MI,49452-0011,231 301-2428,"Sells Ice Cream, Milk","SELLS ICE CREAM, MILK"
42637,Double JJ Resort I/C,5900 Water Rd,Rothbury,MI,49452-0011,231 301-2428,"Sells Ice Cream, Milk","SELLS ICE CREAM, MILK"
42634,"Downtown Candy Store, LLC",112 W Market St,Warsaw,IN,46580,574-377-9666,Sells Ice Cream,SELLS ICE CREAM
42676,Dreyer's Farm Market,7212 Port Sheldon,Hudsonville,MI,49426-2206,616 292-5925,Milk,MILK
42410,Duck Creek RV Resort,1155 W Riley Thompson Rd,Muskegon,MI,49445-4525,231 766-3646,"Milk, Serves Soft Serve","MILK, SERVES SOFT SERVE"
42411,Duck Lake General Store,26497 Anderson Rd,Albion,MI,49224,517-629-5013,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
42440,Dumont Lake Party Store,2498 30th St,Allegan,MI,49010-2902,269 673-9575,Milk,MILK
42426,Dune Grass Concessions,8960 W. Park Rd.,Ludington,MI,49431-0011,231 843-1888,"Sells Ice Cream, Milk","SELLS ICE CREAM, MILK"
42431,Dunes View Kwik Shop,6397 Blue Star Hwy,Saugatuck,MI,49453-2704,269 857-1010,Milk,MILK
42686,Dussel's Farm Market,21765 M-60,Cassopolis,MI,49031-2902,269 445-8715,Milk,MILK
201910,East Lansing Tasty Twist,1137 E. Grand River,East Lansing,MI,48823-1320,517 332-2677,Serves Soft Serve,SERVES SOFT SERVE
50428,Eastside Lansing Food Co-op,1605 E. Kalamazoo St,Lansing,MI,48912-1320,517-999-2222,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
50200,Ebaugh's Whistle Stop,9482 Terry Street,Lake,MI,48632-6610,989 544-4545,Serves Soft Serve,SERVES SOFT SERVE
50439,Economy Service,4700 Hudson Rd,Osseo,MI,49266-2206,517 523-3719,Milk,MILK
50101,Edru Soft Serve,1891 N Cedar St,Holt,MI,48842-0011,517 699-2001,Serves Soft Serve,SERVES SOFT SERVE
51083,Eiffel Waffle Creamery,115 Bailey Street,East Lansing,MI,48820,517-512-2920,Serves Soft Serve,SERVES SOFT SERVE
52237,El Supermercado,525 E. Main St.,Hartford,MI,49057-2902,269 621-0452,Milk,MILK
52217,Elsie's Ice Cream LLC (KEY #60,104 S Division,Fremont,MI,49412-0011,479 414-4375,"Sells Ice Cream, Serves Soft Serve","SELLS ICE CREAM, SERVES SOFT SERVE"
52219,Elsie Market,109 E. Main St.,Elsie,MI,48831-1818,989 8624535,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
52254,Emmett KOA,3864 Breen Rd,Emmett,MI,48041,810-395-7042,Milk,MILK
50001,Employee's,5850 Balsam Dr.,Hudsonville,MI,49426-0066,000 0000000,"Sells Ice Cream, Milk","SELLS ICE CREAM, MILK"
50013,Espresso Milano,137 Ashman,Midland,MI,48640-6610,989 832-3222,Milk,MILK
50105,Ethan's Donut Factory,45 N Broad Street,Hillsdale,MI,49242,517-425-1940,"Milk, Serves Soft Serve","MILK, SERVES SOFT SERVE"
50108,Eva's Dairy Cafe Inc.,465 N Park Blvd,Lake Orion,MI,48362,248-693-7034,Serves Soft Serve,SERVES SOFT SERVE
50111,Evart Dairy Whip,214 W. 7th St (US 10),Evart,MI,49631-0011,313 402-8857,Serves Soft Serve,SERVES SOFT SERVE
50715,Exit 76-76th & 131 Dairy,460 - 76th St SW,Byron Center,MI,49315-8305,616 4553600,Milk,MILK
50733,Exit 76-8th Ave,4461 8th Ave,Grandville,MI,49418-8305,616 3717152,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
220087,Exit 76-Boyne City Marathon,201 S Lake St,Boyne City,MI,49712,231-582-9604,Milk,MILK
220079,Exit 76-Bronco Marathon,1482 W Main,Gaylord,MI,49735,989-732-5009,Milk,MILK
50749,Exit 76-Byron Corner Mara *D,8391 Byron Center Ave SW  #165,Byron Center,MI,49315-8305,616 878-1546,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
50732,Exit 76-Cadillac,2560 E Division,Cadillac,MI,49601-8305,231 444-6057,Milk,MILK
50725,Exit 76-Carriage Marathon,3010 E. Lake Lansing Rd,East Lansing,MI,48823-1818,517 337-3067,Milk,MILK
30411,Exit 76-Cedar Rock I/C,11800 Northland Dr,Rockford,MI,49341-8305,616 696-9900,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
220078,Exit 76-Chalet Marathon,1041 W Main,Gaylord,MI,49735,989-732-9063,Milk,MILK
220077,Exit 76-Clare Marathon,10197 S Clare Ave,Clare,MI,48617,989-386-2276,Milk,MILK
50728,Exit 76-Clyde Park,4404 Clyde Park,Wyoming,MI,49509-8305,616 8054653,Milk,MILK
52246,Exit 76-Coopersville,329 S 48th Ave,Coopersville,MI,49404-8305,616 3848200,Milk,MILK
31762,Exit 76-Cottonwood,8407 Cottonwood,Jenison,MI,49428-8305,616 6679850,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
50744,Exit 76-Dorr Truck Stop,1311 142nd Ave,Dorr,MI,49348-8305,616 877-4500,Milk,MILK
59003,Exit 76-East Lansing,1198 S. Harrison,East Lansing,MI,48823-1818,,Milk,MILK
220088,Exit 76-Gaylord Marathon,605 S Otsego Ave,Gaylord,MI,49735,989-732-7484,"Sells Ice Cream, Milk","SELLS ICE CREAM, MILK"
31763,Exit 76-Georgetown #149,2271 Port Sheldon St,Jenison,MI,49428-8305,,Milk,MILK
50742,Exit 76-Gezon,5568 Byron Center Ave,Grand Rapids,MI,49509-8305,616 2571591,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
220083,Exit 76-Grayling Marathon,601 N James St,Grayling,MI,49738,989-348-4057,Milk,MILK
81756,Exit 76-Hamilton Mobil Mart,3604 Lincoln Rd,Hamilton,MI,49419-8305,269 7517176,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
52233,Exit 76-Hart #143,4220 W Polk Rd,Hart,MI,49420-8305,231 873-4668,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
220080,Exit 76-Hilltop Marathon,900 Marlette Rd,Waters,MI,49797,989-732-4015,Milk,MILK
130370,Exit 76-Howard City Mobil,580 West Shaw,Howard City,MI,49329-8305,231 937-5189,Milk,MILK
103214,Exit 76-Jenison Mobil,1991 Baldwin,Jenison,MI,49428-8305,616 667-7000,Milk,MILK
103213,Exit 76-Jenison Mobil I/C,1991 Baldwin,Jenison,MI,49428-8305,616 667-7000,Milk,MILK
220084,Exit 76-Kalkaska Marathon,207 N Cedar St,Kalkaska,MI,49646,231-258-5171,Milk,MILK
50712,Exit 76-Laingsburg,201 W Grand River Rd,Laingsburg,MI,48848-1818,517 651-5244,Milk,MILK
120416,Exit 76-Lake Belle Vista Mobil,6485 Belding Rd,Rockford,MI,49341-8305,616 8745200,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
220086,Exit 76-Lewiston Marathon,5021 County Rd 612,Lewiston,MI,49770,989-786-3397,Milk,MILK
50719,Exit 76-Lowell,4475 Alden NashAve,Lowell,MI,49331-8305,616-282-0075,Milk,MILK
50720,Exit 76-Lowell I/C,4475 Alden Nash Ave,Lowell,MI,49331-8305,616-282-0075,Milk,MILK
130369,Exit 76-M 46 Truck Stop,19504 W. Edgar Rd,Howard City,MI,49329-8305,231 9374090,Milk,MILK
50747,Exit 76-Mall View #150,293 84th Street,Byron Center,MI,49315-8305,616 878-3607,Milk,MILK
130479,Exit 76-Martin Marathon,1190 M-222,Martin,MI,49070-8305,269 672-7032,Milk,MILK
130533,Exit 76-Northern Springs,3620 14 Mile Rd,Rockford,MI,49341-8305,616 863-0354,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
150106,Exit 76-Oasis Mobil,9673 Adams St,Holland,MI,49423-8305,616 7481524,Milk,MILK
150105,Exit 76-Oasis Mobil  I/C,9673 Adams St,Holland,MI,49423-8305,616 7481524,Milk,MILK
59004,Exit 76-Olive Township,6363 136th St,Holland,MI,49424-8305,616 399-8106,Milk,MILK
160004,Exit 76-Park Township,1140 Ottawa Beach Rd,Holland,MI,49423-8305,616 7863450,Milk,MILK
220085,Exit 76-Petoskey Marathon,411 W Mitchell St,Petoskey,MI,49646,231-347-5122,Milk,MILK
50724,Exit 76-Pierson,21774 W. Cannonsville,Pierson,MI,49339-8305,616 6365686,Milk,MILK
50739,Exit 76-Pit Stop,2257 Chicago Dr,Wyoming,MI,49509-8305,616 5326010,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
50718,Exit 76-Pit Stop I/C,2257 Chicago Dr,Wyoming,MI,49509-8305,616 5326010,Milk,MILK
161393,Exit 76-Plainfield Mart,2171 Plainfield,Grand Rapids,MI,49505-8305,616 3646414,Milk,MILK
180971,Exit 76-Remembrance Quick,3434 Remembrance Rd,Grand Rapids,MI,49504-8305,616 7917600,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
180976,Exit 76-Rockford Mobil Mart,8501 Algoma Rd,Rockford,MI,49341-8305,616 8630999,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
220082,Exit 76-South End Marathon,2859 Old US 27 S,Gaylord,MI,49735,989-732-3847,Milk,MILK
50717,Exit 76-South Espress I/C #151,119 100th Street,Byron Center,MI,49315-8305,,Serves Ice Cream,SERVES ICE CREAM
50743,Exit 76-South Express #151,119 100th Street,Byron Center,MI,49315-8305,616 8770055,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
190913,Exit 76-Stanton Mobil,319 W Main,Stanton,MI,48888-8305,989 8318148,Milk,MILK
220081,Exit 76-Stony Hill Marathon,1298 m-32 E,Gaylord,MI,49735,989-731-5678,Milk,MILK
190914,Exit 76-Sunnybrook,4380 Kenowa SW,Grandville,MI,49418-8305,616 4575830,Milk,MILK
50748,Exit 76-Tulip City Truck,4360 Lincoln Rd,Holland,MI,49423-8305,616 396-2538,Milk,MILK
52234,Exit 76-Twin Lake#144,5536 Holton Rd,Twin Lake,MI,49457-8305,231 828-5119,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
230625,Exit 76-Walker Quik Mart,1229 Walker NW,Grand Rapids,MI,49504-8305,616 4584011,Milk,MILK
230628,Exit 76-Walker View Dairy,3360 Walker Ave,Grand Rapids,MI,49544-8305,616 591-9100,Milk,MILK
230651,Exit 76-Westshore Milk,12575 Riley St,Holland,MI,49424-8305,616 3997560,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
232507,Exit 76-Westside Mobil,5 W Main St,Zeeland,MI,49464-8305,616 7729053,Milk,MILK
232506,Exit 76-Westside Mobil I/C,5 W Main st,Zeeland,MI,49464-8305,616 7729053,Serves Ice Cream,SERVES ICE CREAM
50731,Exit 76-Wilson,6066 Wilson Ave,Wyoming,MI,49519-8305,616 2266632,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
50730,Exit 76-Wilson I/C,6066 Wilson Ave,Wyoming,MI,49519-8305,,Serves Ice Cream,SERVES ICE CREAM
232523,Exit 76-Windmill Mobil,1122 Lincoln,Holland,MI,49423-8305,616 3556181,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
232835,Exit 76 # 182 Westphalia,305 S Westphalia St,Westphalia,MI,48894,989-587-3291,Milk,MILK
232529,Exit 76 #146 The Lakes Exxon,1196 E. Sternberg,Muskegon,MI,49444-2704,231 798-2263,Milk,MILK
232838,Exit 76 #166 Apple Island,7211 E Apple Ave,Muskegon,MI,49422,,Milk,MILK
232836,Exit 76 #181 Grand Ledge,10945 W Grand River Hwy,Grand Ledge,MI,48837,517-622-0770,Milk,MILK
10129,Exit 76 Allendale Quick,6209 Lake Michigan Dr,Allendale,MI,49401-8305,616 8959400,Milk,MILK
50740,Exit 76 Alpine,1764 Alpine,Grand Rapids,MI,49504-2704,616 6334507,Milk,MILK
232829,Exit 76 Burton Mobil #142,335 Burton St. SW,Grand Rapids,MI,49507-2704,616 245-1446,Milk,MILK
232526,Exit 76 Ctryside*D Mobil,4842 Port Sheldon,Hudsonville,MI,49426-2704,616 6621779,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
232534,Exit 76 Fallasburg Mobil,432 Lincoln Lake Ave SE,Lowell,MI,49331-2704,616 897-2710,Milk,MILK
50745,Exit 76 Kountry Korner,2977 W Remus Rd,Mt Pleasant,MI,48858-1818,989 773-7003,Milk,MILK
130570,Exit 76 Meadowbrook Mobil,4919 Town Center Dr SE,Grand Rapids,MI,49512-2704,616 5545980,Milk,MILK
232831,Exit 76 Middleville,505 Town Center Drive,Middleville,MI,49333-2704,616 970-6148,Milk,MILK
232533,Exit 76 Noonday Market,1150 129th,Wayland,MI,49348-2704,269 792-7986,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
232834,Exit 76 Otsego #162,552 Lincoln Rd,Otsego,MI,49078-2704,269 694-4430,Milk,MILK
232833,Exit 76 Owosso #156,917 E Main St,Owosso,MI,48867-2704,989 472-9200,Milk,MILK
232832,Exit 76 Post Drive,1604 Post Dr NE,Belmont,MI,49306-2704,616 883-6392,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
190909,Exit 76 Shaver Rd #164,9950 Shaver Rd,Portage,MI,49024-2704,269 324-5635,Milk,MILK
220075,Exit 76 Valley VW *D Mobil,4200 32nd Ave,Hudsonville,MI,49426-2704,616 8966888,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
50736,Exit 76 West Main  #157,8739 West Main St,Kalamazoo,MI,49009-2704,269 353-4973,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
50741,Exit 76 York Creek,4258 Alpine Ave,Comstock Park,MI,49321-2704,616 647-5073,Milk,MILK
50734,Exit 76 York Creek I/C,4258 Alpine Ave,Comstock Park,MI,49321-2704,,Serves Ice Cream,SERVES ICE CREAM
30413,Exit76-Cedar Rock,11800 Northland Drive,Rockford,MI,49341-8305,616 323-8633,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
232527,Express Mart - Ludington,5587 W US 10,Ludington,MI,49431-2902,231 8457140,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
11401,Express Stop #4636,1612 North West Ave,Jackson,MI,49202-2902,517 768-4359,Milk,MILK
11403,Express Stop #4638,8830 Main St,Birch Run,MI,48415-2902,989 624-5671,Milk,MILK
11404,Express Stop #4639,56 North Tuscola,Bay City,MI,48708-2902,989 893-3061,Milk,MILK
11406,Express Stop #4641,105 West Saginaw,Merrill,MI,48744-2902,989 643-7008,Milk,MILK
11407,Express Stop #4642,7015 Gratiot Rd,Saginaw,MI,48609-2902,989 781-4171,Milk,MILK
11409,Express Stop #4644,520 Pinconning Rd,Pinconning,MI,48650-2902,989 484-9627,Milk,MILK
11411,Express Stop #4646,633 West Isabella,Midland,MI,48640-2902,989 835-3641,Milk,MILK
11412,Express Stop #4647,3670 East Washington Ave,Saginaw,MI,48601-2902,989 755-6081,Milk,MILK
11413,Express Stop #4648,4480 State St,Saginaw,MI,48603-2902,989 249-7020,Milk,MILK
11426,Express Stop #4659,9050  M-52,Manchester,MI,48158-2902,734 428-8671,Milk,MILK
11428,Express Stop #4661,110 South Jackson St,Hanover,MI,49241-2902,517 425-2491,Milk,MILK
11431,Express Stop #4664,4749 Knowles Rd,North Adams,MI,49262-2902,517 797-4590,Milk,MILK
11433,Express Stop #4666,6100 Dexter-Pinckney,Dexter,MI,48130-2902,,Milk,MILK
11435,Express Stop #4668,4610 South  M-52,Stockbridge,MI,49285-2902,517 851-9393,Milk,MILK
11437,Express Stop #4671,6553 Main St,Cass City,MI,48726-2902,989 872-5688,Milk,MILK
11439,Express Stop #4673,505 E Main St,Mayville,MI,48744-2902,989 843-5603,Milk,MILK
11441,Express Stop #4675,366 E North Territorial Rd,Whitmore Lake,MI,48189-2902,734 662-7470,Milk,MILK
11442,Express Stop #4676,1601 W Morrell St,Jackson,MI,49203-2902,517 788-6325,Milk,MILK
11443,Express Stop #4677,710 E. South St,Jackson,MI,49203-2902,517 788-9611,Milk,MILK
11444,Express Stop #4678,2410 West Michigan Ave,Battle Creek,MI,49037-2902,269 962-9533,Milk,MILK
11445,Express Stop #4679,2718 West Michigan Ave,Battle Creek,MI,49037-2902,269 962-9548,Milk,MILK
11448,Express Stop #4682,4200 West Dickman Rd,Battle Creek,MI,49037-2902,269 962-9528,Milk,MILK
11449,Express Stop #4683,620 North Grand St,Schoolcraft,MI,49087-2902,269 679-5890,Milk,MILK
11451,Express Stop #4685,170 Capital Ave SW,Battle Creek,MI,49015-2902,269 962-2226,Milk,MILK
11452,Express Stop #4686,5195 Beckley Rd,Battle Creek,MI,49015-2902,269 979-0283,Milk,MILK
11453,Express Stop #4687,26778  M-43 Hwy,Paw Paw,MI,49079-2902,269 668-4064,Milk,MILK
11454,Express Stop #4688,737 Capital Ave SW,Battle Creek,MI,49015-2902,269 565-1932,Milk,MILK
60030,Fabianos Westside Grocery,751 W. Grand River,Portland,MI,48875-1320,517 647-7505,Milk,MILK
60044,Fairview Food Mart IC,1508 N. Abbe Road,Fairview,MI,48621-6610,989 848-2820,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
60043,Fairview Food Mart MILK,1508 N. Abbe Road,Fairview,MI,48621-6610,989 848-2820,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
60775,Family Fare CD-123 S Wash,1185 S Washington,Holland,MI,49423-2206,616 3927941,Milk,MILK
60732,Family Fare CD-137 Allendale,6380 Lake Michigan Dr,Allendale,MI,49401-2206,616 8956665,Milk,MILK
60777,Family Fare CD-239 Georgetown,6480 - 28th Ave,Hudsonville,MI,49426-2206,616 6695790,Milk,MILK
60781,Family Fare CD115 Metro Health,2275 Health Dr SW,Wyoming,MI,49519-2206,616 249-2817,Milk,MILK
60405,Family Time Concessions LLC,1282 S M 66 Hwy,Nashville,MI,49073-4525,517 231-3632,Serves Soft Serve,SERVES SOFT SERVE
61563,Farmer In The Dell-Crystal IC,8950 E Howard City-Edmore Road,Vestaburg,MI,48891-0011,989-268-5547,"Sells Ice Cream, Serves Soft Serve","SELLS ICE CREAM, SERVES SOFT SERVE"
50870,Fastlane-  Litchfield #169,159 Marshall St,Litchfield,MI,49252-3080,517 539-3177,Milk,MILK
50876,Fastlane - Akron #170,6472 M 25,Akron,MI,48701-2902,989 893-5262,Milk,MILK
50812,Fastlane - Brighton #15,602 Grand River Ave,Brighton,MI,48116-3080,810 229-0179,Milk,MILK
50877,Fastlane - Brooklyn #18,13342 M50,Brooklyn,MI,49230-2902,,Milk,MILK
50874,Fastlane - Chesaning #111,15815 South Oakley,Chesaning,MI,48616-2902,989 893-5262,Milk,MILK
50878,Fastlane - Jackson #173,6206 Rives Junction,Jackson,MI,49201,517-795-1747,Milk,MILK
50871,Fastlane - Mason #144,551 West Columbia St,Mason,MI,48854-2902,517 748-9600,Milk,MILK
50872,Fastlane - Mt. Morris #134,8010 North Dort Hwy,Mt Morris,MI,48458-2902,810 355-7001,Milk,MILK
50879,Fastlane - Parma,2428 N Dearing Rd,Parma,MI,49269,517-962-2177,Milk,MILK
50875,Fastlane - Saginaw #102,2791 Bay Rd,Saginaw,MI,48603-2902,989 843-7266,Milk,MILK
50873,Fastlane - Saginaw #113,3540 State St,Saginaw,MI,48602-2902,989 269-6599,Milk,MILK
192860,Fastlane #174,213 S Main St,Fowler,MI,48835,989-593-2410,"Sells Ice Cream, Milk, Serves Soft Serve","SELLS ICE CREAM, MILK, SERVES SOFT SERVE"
120004,Fatbelly Deli/Creamer (KEY #55,20751 8 Mile Rd,Stanwood,MI,49346-4525,231-823-9667,"Sells Ice Cream, Serves Soft Serve","SELLS ICE CREAM, SERVES SOFT SERVE"
60391,Fate's Mecosta Mini Mart,198 E Main Street,Mecosta,MI,49332,231-972-3122,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
60390,Fate's Mini Mart,100 W Wheatland,Remus,MI,49340,989-967-3450,Milk,MILK
60000,Fick's Market Sunoco,2490 N. Elba Rd,Lapeer,MI,48446-2902,810 793-2000,Milk,MILK
60011,Fireside Coffee Co.,3239 Elms Road,Swartz Creek,MI,48473,810-635-9196,Milk,MILK
61142,Flavor Fruit Farm,11025 South Jackson Rd,Somerset Center,MI,49282-1818,517 688-3455,Milk,MILK
61373,Fleck's Fresh Mart #180,415 S Main Street,Standish,MI,48658-6610,989-437-1000,Milk,MILK
61371,Fleck's Fresh Mart #36,421 N Main Street,Standish,MI,48658-6610,989-846-6881,Milk,MILK
132120,Flem Marathon Bloomingdale,111 E Kalamazoo,Bloomingdale,MI,49026-2902,269 521-3090,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
132121,Flem Marathon S Haven,1076 Phoenix Street,South Haven,MI,49090-2902,269 6376115,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
132126,Flem Marathon Stevens,4108 Red Arrow Hwy,Stevensville,MI,49127-2902,269 4294269,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
192120,Flem Shell Allegan,458 Water Street,Allegan,MI,49010-2902,269 6736154,Milk,MILK
192121,Flem Shell Bangor,109 Monroe Street,Bangor,MI,49013-2902,269 4278532,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
132122,Flem Shell Coloma,111 East Saint Joseph Street,Coloma,MI,49038-2902,269 4683444,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
192123,Flem Shell Fennville,202 West Main Street,Fennville,MI,49408-2902,269 5615121,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
192126,Flem Shell Fennville,2398 68th Street,Fennville,MI,49408-2902,269 543 4749,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
192124,Flem Shell Gobles,101 North State Street,Gobles,MI,49055-2902,269 6282968,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
192125,Flem Shell Hartford,61828 County Rd,Hartford,MI,49057-2902,269 6212751,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
192128,Flem Shell Mattawan,54312 N. Main Street,Mattawan,MI,49071-2902,269 6682020,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
132124,Flem Shell Milburg,4781 Territorial  Road,Benton Harbor,MI,49022-2902,269 9445093,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
132127,Flem Shell Riv Coloma,3468 Coloma Road,Coloma,MI,49022-2902,269 8493211,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
192129,Flem Shell S Haven,1551 Phoenix Street,South Haven,MI,49090-2902,269 637-1880,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
192122,Flem Shell Saugatuck,6380 Blue Star Hwy,Saugatuck,MI,49453-2902,269 8574869,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
192130,Flem Shell South Haven,469 Broadway Street,South Haven,MI,49090-2902,269 6378983,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
132123,Flem Shell St Joe,222 Hilltop Road,St Joseph,MI,49085-2902,269 9820282,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
132125,Flem Shell St Joe,2600 Niles Road,St Joseph,MI,49085-2902,269 4296594,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
192127,Flem Shell Tr St S Haven,13781  M 140,South Haven,MI,49090-2902,,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
60140,Flushing Farms,7096 Gilette Rd,Flushing,MI,48433-2902,810 919-7300,Serves Soft Serve,SERVES SOFT SERVE
60796,Food Bank Council/ MI Kentwood,"330 Marshall St, Suite 102",Lansing,MI,48912,517-614-4368,Milk,MILK
60970,Forest Hills Dairy,4668 Cascade Rd SE,Grand Rapids,MI,49546-2206,616 949-0240,Milk,MILK
60968,Forest Hills Foods I/C,4668 Cascade Rd SE,Grand Rapids,MI,49546-2206,616 9490240,Serves Ice Cream,SERVES ICE CREAM
192016,Fountain Market,4931 N. Cleveland St.,Fountain,MI,49410-2902,231 462-3931,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
60018,Fox Lake General Store,220 Kenwood,Twin Lake,MI,49457-2902,231 8948500,Milk,MILK
20970,Frank's Market,1118 Washington St.,Grand Haven,MI,49417-2902,616 846-4220,"Milk, Serves Ice Cream","MILK, SERVES ICE CREAM"
60289,Frankenmuth Jellystone Park,1339 Weiss,Frankenmuth,MI,48734-6610,989 652-6668,Milk,MILK
60291,Frankfort Milky Way Inc.,750 Washington Ave,Frankfort,IN,46041,765-654-8831,Serves Soft Serve,SERVES SOFT SERVE
